DATE DE CLASSEMENT;DATE DE PUBLICATION DE L'ETABLISSEMENT;TYPOLOGIE ÉTABLISSEMENT;CLASSEMENT;CATÉGORIE;MENTION;NOM COMMERCIAL;ADRESSE;CODE POSTAL;COMMUNE;TÉLÉPHONE;COURRIEL;SITE INTERNET;TYPE DE SÉJOUR;CAPACITÉ D'ACCUEIL (PERSONNES);NOMBRE DE CHAMBRES;NOMBRE D'EMPLACEMENTS;NOMBRE D'UNITES D'HABITATION;NOMBRE DE LOGEMENTS
07/01/2013;07/01/2013;HÔTEL;2 étoiles;-;-;HÔTEL DES ARCADES;96 rue saint martin;11300;LIMOUX;468310257;hotel.durand@wanadoo.fr;-;-;25;7;-;-;-
04/01/2013;04/01/2013;HÔTEL;4 étoiles;-;-;PARK HÔTEL SUISSE ET SPA;75 ALLéE DU MAJESTIC;74400;CHAMONIX-MONT-BLANC;450530758;reservation@chamonix-park-hotel.com;www.chamonix-park-hotel.com;-;279;66;-;-;-
04/01/2013;04/01/2013;HÔTEL;4 étoiles;-;-;VILLA DES IMPRESSIONNISTES;15 quai Rennequin Sualem ;78380;BOUGIVAL;130084000;villa.impression@wanadoo.fr;http://www.villa-impressionnistes.fr;-;180;50;-;-;-
04/01/2013;04/01/2013;HÔTEL;3 étoiles;-;-;HÔTEL DE L'AVENIR;65 RUE MADAME;75006;PARIS;145488454;hoteldelavenir@wanadoo.fr;www.hoteldelavenir.com;-;72;34;-;-;-
04/01/2013;04/01/2013;HÔTEL;3 étoiles;-;-;LA TOVIÈRE;LA DAILLE;73150;VAL D'ISÈRE;479556118;info@hotel-latoviere.fr;www.hotel-latoviere.fr;-;78;29;-;-;-
04/01/2013;04/01/2013;HÔTEL;3 étoiles;-;-;HÔTEL LOREAK;CHEMIN DE HAYET;64100;BAYONNE;559550404;contact@hotel-loreak.com;www.hotel-loreak.com;-;103;46;-;-;-
04/01/2013;04/01/2013;HÔTEL;2 étoiles;-;-;HÔTEL PREMIUM;Avenue Verrerie Sophie ;57600;FORBACH;387841428;contact@hotel-premium.com;www.hotel-premium.com;-;62;30;-;-;-
04/01/2013;04/01/2013;HÔTEL;3 étoiles;-;-;LES MARRONNIERS;14 place Carrouge;39230;CHAUMERGY;384486210;lesmarronniers.karine@wanadoo.fr;http://hotel-marronniers-jura.jimdo.com/;-;15;7;-;-;-
04/01/2013;04/01/2013;HÔTEL;3 étoiles;-;-;DM HÔTEL;50 Avenue Saint Rémy;57600;FORBACH;387850912;hotel_confortel@hotmail.com;http://www.hotelconfortel.com/;-;44;22;-;-;-
04/01/2013;04/01/2013;HÔTEL;3 étoiles;-;-;HÔTEL DE L'ÉCU DE FRANCE;10 PLACE DU MARTROY;45330;MALESHERBES;238348725;ecudefrance@wanadoo.fr;hotel-ecudefrance.fr;-;141;16;-;-;-
04/01/2013;04/01/2013;HÔTEL;3 étoiles;-;-;HÔTEL LE CLOS DE CIMES;Le Village;43290;SAINT-BONNET-LE-FROID;471599372;contact@regismarcon.fr;www.regismarcon.fr;-;24;12;-;-;-
04/01/2013;04/01/2013;HÔTEL;3 étoiles;-;-;BEST WESTERN LES TERRASSES DE MONTARGIS;PARC D'ARBORIA;45700;PANNES;06 58 94 20 76;bestwestern.lesterrasses@gmail.com;www.hotelrestaurantlesterrasses-montargis.fr;-;140;60;-;-;-
04/01/2013;04/01/2013;HÔTEL;3 étoiles;-;-;HÔTEL EDEN MONTMARTRE;90 RUE ORDENER;75018;PARIS;142646163;contact@edenhotel-montmartre.com;-;-;76;35;-;-;-
04/01/2013;04/01/2013;HÔTEL;2 étoiles;-;-;HÔTEL LE MONESTIE;10 RUE THéOPHILE GAUTHIER;34760;BOUJAN-SUR-LIBRON;467318989;hotel.monestie@wanadoo.fr;-;-;57;22;-;-;-
04/01/2013;04/01/2013;HÔTEL;3 étoiles;-;-;CHÂTEAU HÔTEL LE SALLAY;LIEU-DIT LE SALLAY;58470;SAINCAIZE-MEAUCE;660316473;odile@theuran.com;http://www.lesallay.com;-;27;11;-;-;-
04/01/2013;04/01/2013;HÔTEL;1 étoile;-;-;QUICK PALACE;Rue du Champ Dolin;69800;SAINT PRIEST;472790279;lyon@quickpalace.com;www.quickpalace.com;-;72;34;-;-;-
04/01/2013;04/01/2013;HÔTEL;1 étoile;-;-;QUICK PALACE;Rue de Chabanneries;26500;BOURG-LÈS-VALENCE;475820385;valence@quickpalace.com;www.quickpalace.com;-;68;32;-;-;-
04/01/2013;04/01/2013;HÔTEL;1 étoile;-;-;QUICK PALACE;Rue de la Françon;73420;VOGLANS;479520995;chambery@quickpalace.com;www.quickpalace.com;-;66;31;-;-;-
04/01/2013;04/01/2013;HÔTEL;3 étoiles;-;-;HOSTELLERIE LA CROIX BLANCHE;5 PLACE PLANTAGENETS;49590;FONTEVRAUD L' ABBAYE;241517111;c.chabenat@hotel-croixblanche.com;http://hotel-croixblanche.com;-;288;23;-;-;-
04/01/2013;04/01/2013;HÔTEL;2 étoiles;-;-;CASTEL FLEURI;10, rue Groison;37100;TOURS;247545099;hotelcastelfleuri@orange.fr;www.castel-fleuri-tours.com;-;34;15;-;-;-
04/01/2013;04/01/2013;HÔTEL;3 étoiles;-;-;HÔTEL DE LA FÉLICITÉ;43, rue de la Félicité;75017;PARIS;142272166;reception@hotelfelicite.com;www.hotelfelicite.com;-;58;23;-;-;-
04/01/2013;04/01/2013;HÔTEL;2 étoiles;-;-;BRIT HÔTEL LA BONNE ÉTAPE;154 route d'Orléans - BP 3343;27000;ÉVREUX;232284040;evreux@brithotel.fr;http://evreux.brithotel.fr;-;90;42;-;-;-
04/01/2013;04/01/2013;HÔTEL;1 étoile;-;-;HÔTEL DU MIDI ;20 avenue des thermes;32150;BARBOTAN;562695202;au-bon-roy-henri-gers@wanadoo.fr;-;-;70;33;-;-;-
04/01/2013;04/01/2013;HÔTEL;3 étoiles;-;-;GARDETTE PARK HÔTEL;1 RUE DU GéNéRAL BLAISE;75011;PARIS;147005793;reservation@hotelgardettepark.com;www.hotelgardettepark.com;-;84;40;-;-;-
04/01/2013;04/01/2013;HÔTEL;2 étoiles;-;-;HÔTEL LE PATIO;180, avenue de la république ;14800;DEAUVILLE;231882507;contact@hotel-lepatio.fr;www.hotel-lepatio.fr;-;29;12;-;-;-
04/01/2013;04/01/2013;HÔTEL;2 étoiles;-;-;HÔTEL AUX VOYAGEURS;2 boulevard des talards;35400;SAINT-MALO;299563035;hotelvoyageur@msn.com;http://www.saint-malo-hotel-aux-voyageurs.fr/;-;38;17;-;-;-
04/01/2013;04/01/2013;HÔTEL;2 étoiles;-;-;HÔTEL LE MANGUIER;LOT MORNE PAVILLON;97220;TRINITÉ;596584895;alloloos@live.fr;http://www.hotellemanguier.com;-;62;21;-;-;-
04/01/2013;04/01/2013;HÔTEL;3 étoiles;-;-;HÔTEL ARPÈGE;23 BOULEVARD JEAN JAURèS;91290;ARPAJON;169171022;hotel.arpege@wanadoo.fr;www.hotel-arpege.fr;-;98;48;-;-;-
04/01/2013;04/01/2013;HÔTEL;2 étoiles;-;-;OASIS MONTPARNASSE HÔTEL;81 rue raymond losserand;75014;PARIS;145426553;loasis.montparnasse@yahoo.fr;-;-;18;11;-;-;-
04/01/2013;04/01/2013;HÔTEL;2 étoiles;-;-;HÔTEL ALSACE LORRAINE CONTACT HÔTEL;18, rue de la Morlière ;80000;AMIENS;3222913571;alsace.lorraine@wanadoo.fr;www.hotelalsacelorraine.fr;-;32;16;-;-;-
04/01/2013;04/01/2013;HÔTEL;3 étoiles;-;-;HÔTEL BLANCHE NEIGE;1650 m;73120;COURCHEVEL;479080812;karine@univac.net;http://www.univac.net;-;105;33;-;-;-
04/01/2013;04/01/2013;HÔTEL;5 étoiles;-;-;LE KILIMANDJARO;Route de l'Altiport;73120;COURCHEVEL;479014646;welcome@hotelkilimandjaro.com;www.hotelkilimandjaro.com;-;114;36;-;-;-
04/01/2013;04/01/2013;HÔTEL;3 étoiles;-;-; GRAND HÔTEL DE LA POSTE;83 RUE GAMBETTA ;64500;SAINT-JEAN-DE-LUZ;559260453;contact@grandhoteldelaposte.com;www.grandhoteldelaposte.com;-;76;34;-;-;-
04/01/2013;04/01/2013;HÔTEL;4 étoiles;-;-;MANOIR DES INDES;1 allée de Prad ar C'hras;29000;QUIMPER;298554840;info@manoir-hoteldesindes.com;www.manoir-hoteldesindes.com;-;32;14;-;-;-
04/01/2013;04/01/2013;HÔTEL;5 étoiles;-;-;HÔTEL LE CHEVAL BLANC;Le jardin alpin;73120;COURCHEVEL 1850;479005050;info@chevalblanc.com;http://www.chevalblanc.com;-;525;35;-;-;-
04/01/2013;04/01/2013;HÔTEL;3 étoiles;-;-;HÔTEL RESTAURANT L'EUROPE;11 FAUBOURG DU BARRY;48100;MARVEJOLS;466471635;contact@hotel-marvejols.fr;www.hotel-marvejols.fr;-;80;35;-;-;-
04/01/2013;04/01/2013;HÔTEL;2 étoiles;-;-;HÔTEL ALIENOR;9 avenue du Docteur Devillard;24310;BRANTÔME;553058536;hotel.alienor@wanadoo.fr;hotel-alienor-brantome.fr;-;28;12;-;-;-
04/01/2013;04/01/2013;HÔTEL;3 étoiles;-;-;HÔTEL ATLANTIC;23 RUE VERDIèRE;17000;LA ROCHELLE;546411668;contact@hotel-atlantic.net;www.atlantic.fr;-;61;26;-;-;-
04/01/2013;04/01/2013;HÔTEL;1 étoile;-;-;HÔTEL RESTAURANT DU CENTRE;52 Place du Maréchal GALIENI;59238;MARETZ;327857213;francoise.delille@orange.fr;-;-;22;12;-;-;-
26/12/2012;26/12/2012;HÔTEL;2 étoiles;-;-;AU PARFUM DES BOIS ;le village;7510;SAINT-CIRGUES-EN-MONTAGNE;475389393;info@parfumdesbois.com;http://www.parfumdesbois.fr;-;55;24;-;-;-
21/12/2012;21/12/2012;HÔTEL;1 étoile;-;-;HOTELF1 AULNAY GARONOR A1;RUE ROBERT BRéMOND;93600;AULNAY-SOUS-BOIS;891705168;H2376-RE@ACCOR.COM;http://www.hotelf1.com;-;239;85;-;-;-
21/12/2012;21/12/2012;HÔTEL;4 étoiles;-;-;LA CHAPELLE SAINT MARTIN ;33 Saint Martin du Fault;87510;NIEUL;555758017;chapelle@relaischateaux.fr;http://www.chapellesaintmartin.com;-;38;14;-;-;-
21/12/2012;21/12/2012;HÔTEL;3 étoiles;-;-;HÔTEL MODERNE DU TEMPLE;3 rue d'aix;75010;PARIS;142080904;reservation@hotel-mt.com;http://www.theelementhotel.fr/;-;77;36;-;-;-
21/12/2012;21/12/2012;HÔTEL;3 étoiles;-;-;PARC HÔTEL ;rue du vieux château;62220;CARVIN;321796565;customer@parc-hotel.com;http://www.parc-hotel.com;-;236;46;-;-;-
21/12/2012;21/12/2012;HÔTEL;3 étoiles;-;-;HÔTEL RESTAURANT CHARBONNEL;57 rue gambetta;24310;BRANTÔME;553057015;charbonnel.freres@wanadoo.fr;www.lesfrerescharbonnel.com;-;43;18;-;-;-
21/12/2012;21/12/2012;HÔTEL;3 étoiles;-;-;AUBERGE DE  LA MADONE;3, place Auguste Arnulf;6440;PEILLON;493799117;auberge.de.la.madone@wanadoo.fr;www.auberge-madone-peillon.com;-;169;17;-;-;-
21/12/2012;21/12/2012;HÔTEL;4 étoiles;-;-;HÔTEL CLOÎTRE SAINT-LOUIS;20 rue du portail Boquier;84000;AVIGNON;490275555;hotel@cloitre-saint-louis.com;www.cloitre-saint-louis.com;-;490;80;-;-;-
21/12/2012;21/12/2012;HÔTEL;2 étoiles;-;-;VILLA BELLAGIO PARIS XI;9 RUE MORET ;75011;PARIS;147001509;bellagio.paris@yahoo.fr;www.villabellagio.fr;-;80;30;-;-;-
21/12/2012;21/12/2012;HÔTEL;3 étoiles;-;-;GRAND HÔTEL DE NORMANDIE;4 rue d'amsterdam;75009;PARIS;148787670;leillaziani@hotmail.com;www.grand-hotel-de-normandie.com;-;114;53;-;-;-
21/12/2012;21/12/2012;HÔTEL;3 étoiles;-;-;HÔTEL LE STIVELL ;15 Plessis d'Arradon;56610;ARRADON;297440315;reservationstivell@orange.fr;www.hotelstivell.com;-;56;25;-;-;-
21/12/2012;21/12/2012;HÔTEL;2 étoiles;-;-;HÔTEL DAVAT;21 CHEMIN DES BATELIERS;73100;AIX-LES-BAINS;479634040;info@davat.fr;http://www.davat.fr;-;60;23;-;-;-
21/12/2012;21/12/2012;HÔTEL;3 étoiles;-;-;L'AUBERGE BASQUE;d307 vieille route de Saint Jean de Luz - quartier Helbarron;64310;SAINT-PÉE-SUR-NIVELLE;559517000;contact@aubergebasque.com;www.aubergebasque.com;-;26;12;-;-;-
21/12/2012;21/12/2012;HÔTEL;3 étoiles;-;-;ABBAYE DES PREMONTRÉS;9 rue Saint Martin - BP 125;54700;PONT-À-MOUSSON;383811032;accueil@abbayepremonotres.com;www.abbaye-premontres.com;-;142;71;-;-;-
21/12/2012;21/12/2012;HÔTEL;4 étoiles;-;-;HÔTEL RESTAURANT CHAVANT;2 rue Emile Chavant;38320;BRESSON;476252538;chavant@wanadoo.fr;http://chavanthotel.com;-;12;6;-;-;-
21/12/2012;21/12/2012;HÔTEL;2 étoiles;-;-;HÔTEL DES FLANDRES;6 rue de Belgique ;6000;NICE;493887894;hoteldesflandresnice@orange.fr;http://www.hoteldesflandresnice.com;-;93;39;-;-;-
21/12/2012;21/12/2012;HÔTEL;4 étoiles;-;-;L'ALTA PEYRA;Quartier La Ville;5350;SAINT VERAN;492222400;contact@altapeyra.com;www.altapeyra.com;-;149;59;-;-;-
21/12/2012;21/12/2012;HÔTEL;2 étoiles;-;-;HÔTEL FRANÇOIS 1ER;18 rue Guilhempierre;4100;MANOSQUE;492720799;hotelfrancois1er@orange.fr;-;-;55;20;-;-;-
21/12/2012;21/12/2012;HÔTEL;2 étoiles;-;-;HÔTEL DES GROTTES;5 ROUTE NATIONALE 6;89270;ARCY-SUR-CURE;386819147;hoteldesgrottes@orange.fr;http://www.hotel-des-grottes.com;-;12;6;-;-;-
21/12/2012;21/12/2012;HÔTEL;1 étoile;-;-;RELAIS DES 3 POMMES;BOULEVARD WINSTON CHURCHILL;14400;SAINT VIGOR LE GRAND;231215910;reception@relaisdes3pommes.com;www.relaisdes3pommes.com;-;75;35;-;-;-
21/12/2012;21/12/2012;HÔTEL;3 étoiles;-;-;HÔTEL DANEMARK;21 rue Vavin;75006;PARIS;143269378;paris@hoteldanemark.com;www.hoteldanemark.com;-;30;15;-;-;-
21/12/2012;21/12/2012;HÔTEL;2 étoiles;-;-;HÔTEL ITALIA;19 rue De Vildé;37100;TOURS;247544301;hotel.italia@wanadoo.fr;http://www.hotel-italia-tours.com/;-;38;18;-;-;-
21/12/2012;21/12/2012;HÔTEL;2 étoiles;-;-;HÔTEL MAILLOT;46 rue de Sablonville;92200;NEUILLY-SUR-SEINE;146242345;hotel.maillot@orange.fr;www.hotelmaillot.com;-;64;33;-;-;-
21/12/2012;21/12/2012;HÔTEL;1 étoile;-;-;HÔTEL LES CHARDONS;Rue Nicolas Bazile - BP 104;73151;VAL D'ISÈRE;479060015;hotel.chardons@wanadoo.fr;www.hotel-les-chardons.com;-;50;21;-;-;-
21/12/2012;21/12/2012;HÔTEL;2 étoiles;-;-;AU RELAIS DU PORHOËT;11 Place de l'église;56490;GUILLIERS;297744017;aurelaisduporhoet@wanadoo.fr;http://www.aurelaisduporhoet.com;-;30;12;-;-;-
21/12/2012;21/12/2012;HÔTEL;2 étoiles;-;-;DOMAINE DE LA BARBINAIS;LA BARBINAIS;35400;SAINT-MALO;676835636;domainedelabarbinais@orange.fr;www.domainedelabarbinais.com;-;32;9;-;-;-
21/12/2012;21/12/2012;HÔTEL;2 étoiles;-;-;HÔTEL LES MÉLÈZES;2 place de l'église;25240;CHAPELLE-DES-BOIS;381692182;hotel.melezes@wanadoo.fr;www.lesmelezes.net;-;19;8;-;-;-
21/12/2012;21/12/2012;HÔTEL;3 étoiles;-;-;HÔTEL DU SOLEIL LE CHASTILLON ;ISOLA 2000;6420;ISOLA;826300123;reservation@soleilvacances.com;www.soleilvacances.com;-;474;54;-;-;-
21/12/2012;21/12/2012;HÔTEL;3 étoiles;-;-;ESPACE LÉONARD DE VINCI;AVENUE DES PARCS ;91090;LISSES;164976677;reception@leonard-de-vinci.com;www.leonard-de-vinci.com;-;146;73;-;-;-
21/12/2012;21/12/2012;HÔTEL;2 étoiles;-;-;HÔTEL SELECT;16 RUE HéLèNE VAGLIANO;6400;CANNES;493995100;hotel-select-06@wanadoo.fr;http://www.hotel-select-cannes.com;-;60;30;-;-;-
21/12/2012;21/12/2012;HÔTEL;3 étoiles;-;-;HÔTEL DU BOIS ;475 AVENUE DES ALPAGES;74310;LES HOUCHES;450545035;reception@hotel-du-bois.com;www.hotel-du-bois.com;-;90;43;-;-;-
21/12/2012;21/12/2012;HÔTEL;2 étoiles;-;-;HÔTEL AU CHEVAL NOIR;4 rue de la Gare;67470;NIEDERROEDERN;388865291;michel.knobloch@neuf.fr;www.au-cheval-noir.fr;-;14;7;-;-;-
21/12/2012;21/12/2012;HÔTEL;2 étoiles;-;-;LE VERGER DE BISCHWILLER;29 rue de Haguenau;67240;BISCHWILLER;388630202;resa@le-verger-de-bischwiller.fr;www.le-verger-de-bischwiller.fr;-;45;23;-;-;-
21/12/2012;21/12/2012;HÔTEL;3 étoiles;-;-;L'ÉCU D'OR;12 rue Gutenberg;67190;GRESSWILLER;388501600;info@lecudor.fr;www.lecudor.fr;-;50;25;-;-;-
21/12/2012;21/12/2012;HÔTEL;3 étoiles;-;-;HÔTEL LE BELLEVUE;3 RUE DE SainT CYR COëTQUIDAN;56380;GUER;297757051;contact@hotel-guer.com;www.hotel-guer.com;-;28;14;-;-;-
21/12/2012;21/12/2012;HÔTEL;3 étoiles;-;-;HÔTEL LA BOULANGERIE;ROUTE DE COLLOBRIERES ;83310;GRIMAUD;494432316;hotelboulangerie@orange.fr;http://www.hotel-laboulangerie.com;-;26;11;-;-;-
20/12/2012;20/12/2012;HÔTEL;2 étoiles;-;-;CÉCIL'HÔTEL;14 Rue Pasteur;57000;METZ;387666613;info@cecilhotel-metz.com;www.cecilhotel-metz.com;-;80;39;-;-;-
20/12/2012;20/12/2012;HÔTEL;3 étoiles;-;-;HÔTEL ESCURIAL;18 RUE PASTEUR;57000;METZ;387664096;hotelescurial.metz@wanadoo.fr;http://www.escurial-hotel.com ;-;69;36;-;-;-
20/12/2012;20/12/2012;HÔTEL;2 étoiles;-;-;LE COMMERCE;2 place de la poste;40330;AMOU;558890228;lecommerceamou@orange.fr;www.hotel-lecommerceamou.com;-;35;15;-;-;-
20/12/2012;20/12/2012;HÔTEL;3 étoiles;-;-;AUX BERGES DE L'AVEYRON;La Roquette;12850;ONET-LE-CHÂTEAU;565671712;contact@larocade12.fr;http://www.larocade12.fr;-;30;14;-;-;-
20/12/2012;20/12/2012;HÔTEL;2 étoiles;-;-;HÔTEL PLAISANCE;20 RUE DE PARIS;6000;NICE;493851190;hotelplaisance@wanadoo.fr;www.hotelplaisancenice.com;-;65;31;-;-;-
20/12/2012;20/12/2012;HÔTEL;2 étoiles;-;-;HÔTEL MONDIAL;3 place de la résistance;37200;TOURS;247056268;info@hotelmondialtours.com;www.hotelmondialtours.com;-;50;20;-;-;-
20/12/2012;20/12/2012;HÔTEL;2 étoiles;-;-;AUBERGE DU SAUT DES CUVES;1111 route du saut des cuves;88400;XONRUPT-LONGEMER;329634658;frederic.petitdemange710@orange.fr;www.aubergedusautdescuves.fr;-;29;11;-;-;-
20/12/2012;20/12/2012;HÔTEL;1 étoile;-;-;QUICK PALACE;ZA de la Roche 20, allée les Rapailles;88000;EPINAL;329813220;epinal@quickpalace.com;www.quickpalace.com;-;68;32;-;-;-
20/12/2012;20/12/2012;HÔTEL;3 étoiles;-;-;HÔTEL APOLLON MONTPARNASSE;91 RUE DE L'OUEST;75014;PARIS;143956200;info@apollon-montparnasse.com;www.apollon-montparnasse.com;-;61;33;-;-;-
20/12/2012;20/12/2012;HÔTEL;3 étoiles;-;-;HÔTEL DE LONDRES EIFFEL;1 RUE AUGEREAU;75007;PARIS;145516302;info@londres-eiffel.com;-;-;54;30;-;-;-
20/12/2012;20/12/2012;HÔTEL;3 étoiles;-;-;LA FERME DE CUPELIN;198 route du château;74190;SAINT-GERVAIS-LES-BAINS;615569778;lafermedecupelin@yahoo.fr;www.lafermedecupelin.com;-;18;7;-;-;-
20/12/2012;20/12/2012;HÔTEL;4 étoiles;-;-;CHÂTEAU DE COUDRÉE;BONNATRAIT;74140;SCIEZ;450726233;chateau@coudree.fr;www.coudree.fr;-;50;19;-;-;-
20/12/2012;20/12/2012;HÔTEL;1 étoile;-;-;QUICK PALACE;ZAC des Grues Rouges - 5, rue Joseph Caillaux;72650;SAINT-SATURNIN;243511005;le-mans@quickpalace.com;www.quickpalace.com;-;68;32;-;-;-
20/12/2012;20/12/2012;HÔTEL;3 étoiles;-;-;HOSTELLERIE DU ROSENMEER;45 avenue de la gare;67560;ROSHEIM;388504329;info@le-rosenmeer.com;http://www.le-rosenmeer.com/;-;48;20;-;-;-
20/12/2012;20/12/2012;HÔTEL;3 étoiles;-;-;AUX CHANTS DES OISEAUX;6 a rue du vignoble;67530;OTTROTT;388958739;ami-fritz@wanadoo.fr;http://www.chantsdesoiseaux.com;-;36;16;-;-;-
20/12/2012;20/12/2012;HÔTEL;2 étoiles;-;-;QUICK PALACE;9 IMPASSE DU HAMEAU DU VERT GALANT;64000;PAU;559023535;pau@quickpalace.com;http://www.quickpalace.com;-;117;48;-;-;-
20/12/2012;20/12/2012;HÔTEL;2 étoiles;-;-;LE SAINT SÉBASTIEN;17 place de l'abbé Bonpain;59250;HALLUIN;320942168;le-saint.sebastien@wanadoo.fr;www.ausaintsebastien.fr;-;22;11;-;-;-
20/12/2012;20/12/2012;HÔTEL;2 étoiles;-;-;LE CYGNE;7 rue Alsace-Lorraine;43200;YSSINGEAUX;471590187;info@le-cygne.fr;www.le-cygne.fr;-;28;10;-;-;-
20/12/2012;20/12/2012;HÔTEL;3 étoiles;-;-;HÔTEL RESTAURANT DE LA DORE;route de clermont;63480;VERTOLAYE ;473952214;restaurant.dore@wanadoo.fr;http://hotel-de-la-dore.com;-;15;7;-;-;-
20/12/2012;20/12/2012;HÔTEL;4 étoiles;-;-;LE PAVILLON DE GOUFFERN;l'orée du bois ;61310;SILLY-EN-GOUFFERN;233366426;info@pavillondegouffern.com;http://www.pavillondegouffern.com;-;40;20;-;-;-
20/12/2012;20/12/2012;HÔTEL;2 étoiles;-;-;HÔTEL DU RELAIS;64 rue du roch priol;56170;QUIBERON;297501056;lerelais.quiberon@wanadoo.fr;www.hotel-quiberon.fr;-;60;21;-;-;-
20/12/2012;20/12/2012;HÔTEL;1 étoile;-;-;QUICK PALACE;ZAC du Chapeau Rouge;56000;VANNES;297484266;vannes@quickpalace.com;www.quickpalace.com;-;68;31;-;-;-
20/12/2012;20/12/2012;HÔTEL;1 étoile;-;-;QUICK PALACE;9 rue Arthur Rimbaud;37100;TOURS;247880405;tours@quickpalace.com;www.quickpalace.com;-;136;55;-;-;-
20/12/2012;20/12/2012;HÔTEL;1 étoile;-;-;QUICK PALACE;La Hazaie, Rue Alain Colas;22950;TRÉGUEUX;296522110;saint-brieuc@quickpalace.com;www.quickpalace.com;-;67;35;-;-;-
20/12/2012;20/12/2012;HÔTEL;1 étoile;-;-;QUICK PALACE;Zone de l'Etoile Rue Aristide Boucicaut;14120;MONDEVILLE;231354900;caen@quickpalace.com;www.quickpalace.com;-;70;33;-;-;-
20/12/2012;20/12/2012;HÔTEL;1 étoile;-;-;HÔTEL PREMIÈRE CLASSE;3 RUE DE MADRID, ZI DES ESTROUBLANS;13127;VITROLLES;442893799;manager.marseille.vitrolles@premiereclasse.fr;www.premiereclasse.fr;-;190;72;-;-;-
20/12/2012;20/12/2012;HÔTEL;2 étoiles;-;-;HÔTEL LE TIVOLI;21 place René Cassin;4200;SISTERON;492622668;tivoli.sisteron@free.fr;-;-;30;14;-;-;-
20/12/2012;20/12/2012;HÔTEL;2 étoiles;-;-;HOTEL DE PROVENCE;17, Bd Thiers;4000;DIGNE LES BAINS;492313219;contact@hotel-alpes-provence.com;www.hotel-alpes-provence.com;-;41;17;-;-;-
19/12/2012;19/12/2012;HÔTEL;2 étoiles;-;-;HÔTEL DU THÉÂTRE;57 rue de la scellerie;37000;TOURS;247053129;hoteldutheatre.tours@wanadoo.fr;www.hotel-du-theatre37.com;-;31;14;-;-;-
19/12/2012;19/12/2012;HÔTEL;4 étoiles;-;-;HÔTEL DE SÈZE;23 Allée de Tourny, 5-7 rue de Sèze;33000;BORDEAUX;556141616;reservation@hotel-de-seze.com;www.hotel-de-seze.com;-;219;55;-;-;-
19/12/2012;19/12/2012;HÔTEL;3 étoiles;-;-;HÔTEL LA CONCORDE;1 bis avenue de la Concorde;44500;LA BAULE-ESCOUBLAC;240602309;info@hotel-la-concorde.com;www.hotel-la-concorde.com;-;99;47;-;-;-
19/12/2012;19/12/2012;HÔTEL;3 étoiles;-;-;KYRIAD BÉTHUNE BRUAY-LA-BUISSIÈRE ;Parc de La Porte Nord, Rue des Frères Lumière;62700;BRUAY-LA-BUISSIÈRE;321011111;kyriad.bethune@orange.fr;http://www.kyriad-bethune-bruay-la-buissiere.fr/en/index.aspx;-;138;69;-;-;-
19/12/2012;19/12/2012;HÔTEL;2 étoiles;-;-;HÔTEL SAINT FLORENT;4 rue Mazaeu;84100;ORANGE;490341853;stflorent@yahoo.fr;wwww.hotel-orange-saintflorent.com;-;33;16;-;-;-
19/12/2012;19/12/2012;HÔTEL;2 étoiles;-;-;HÔTEL BEAUSÉJOUR;253 avenue de la gare;74700;SALLANCHES;450580006;guy.cattin1@libertysurf.fr;-;-;72;35;-;-;-
19/12/2012;19/12/2012;HÔTEL;2 étoiles;-;-;HÔTEL ABBAYE ÉCOLE DE SORÈZE PAVILLON DES HÔTES;Rue Lacordaire;81540;SOREZE;563744480;abbayedesoreze@hotels-francepatrimoine.fr;http://www.hotels-francepatrimoine.fr;-;40;20;-;-;-
19/12/2012;19/12/2012;HÔTEL;3 étoiles;-;-;HÔTEL ABBAYE ÉCOLE DE SORÈZE LOGIS DES PÈRES;Rue Lacordaire;81540;SORÈZE;563744480;abbayedesoreze@hotels-francepatrimoine.fr;http://www.hotels-francepatrimoine.fr;-;104;52;-;-;-
19/12/2012;19/12/2012;HÔTEL;4 étoiles;-;-;LES ROCHES FLEURIES ;route de la scie ;74700;CORDON;450580671;reservation@rochesfleuries.com;www.rochesfleuries.com;-;50;25;-;-;-
19/12/2012;19/12/2012;HÔTEL;3 étoiles;-;-;VILLA MATHIS;Col du Kreuzweg;67140;LE HOHWALD;390572700;catherine@villa-mathis.com;http://www.villa-mathis.com;-;400;25;-;-;-
19/12/2012;19/12/2012;HÔTEL;3 étoiles;-;-;HÔTEL DES DRUIDES;6 rue de port maria;56170;QUIBERON;297501474;contact@hotel-des-druides.com;www.hotel-des-druides.com;-;160;31;-;-;-
19/12/2012;19/12/2012;HÔTEL;2 étoiles;-;-;HÔTEL LES FONTAINES;6 quai de la Loire;37210;ROCHECORBON;247525286;hotellesfontaines@hotmail.fr;www.tours-online.com/lesfontaines;-;26;12;-;-;-
19/12/2012;19/12/2012;HÔTEL;3 étoiles;-;-;HÔTEL LE VICTORIA;8/10 allée des Lataniers Grands Bois;97410;SAINT-PIERRE;262509567;reservation@levictoria.re;www.levictoria.re;-;75;30;-;-;-
19/12/2012;19/12/2012;HÔTEL;3 étoiles;-;-;HÔTEL AGENOR;22 RUE DE CELS;75014;PARIS;143224725;hotelagenor@yahoo.fr;www.agenor-paris-hotel.com;-;37;19;-;-;-
